Sender account,Alcohol,Bar/Pub,Books,Children,Clothing,Coffee Shop,Eating Out,Electronics,Entertainment,Exercise,High Street,Home,Pet,Supermarket
1000.0,-0.0036028355271021054,0.1151572408526837,-0.01379895970281464,-0.02612855822059009,-0.03847974647593788,0.12492715753258517,0.015093131110296698,-0.007145690052998121,0.01246307078237081,-0.009759028377218423,-0.05188941778522179,-0.02144310814648808,0.04686891003229414,-0.14226216602185932
1002.0,0.0009034674363468552,0.16384570398602338,-0.014561920984437,-0.01211630508632772,-0.045536659692149165,-0.010689386564864033,0.020247126336710997,-0.007145690052998121,0.07911418019153721,0.002583050356506144,-0.04965473698086777,-0.030312533045348027,-0.003581904714984478,-0.09309439118514835
1006.0,-0.0006178303650331771,-0.04694862913918696,0.013435787552621568,0.05918650894998861,-0.04789130549439947,0.07302951733850875,-0.03734273959452955,-0.007145690052998121,0.020538909987619706,-0.009759028377218423,0.15843657203910616,-0.027322486502555365,-0.003581904714984478,-0.1440176816269394
1018.0,-0.001903613649916893,-0.11057826788761915,-0.01279271559649891,-0.03616862795861995,0.1328389241423778,-0.06391270724040493,0.017895453180440196,-0.007145690052998121,-0.014875854433374344,-0.009759028377218423,0.12315134028390284,0.07752053534947848,-0.0009280966330773451,-0.09334165112647115
1053.0,0.003433282662303529,-0.03405046537590006,-0.014561920984437,-0.031265417380750525,0.15135663803781058,-0.005673918145542051,0.05547304561153657,-0.0011331565844969454,0.024621896801721718,-0.009759028377218423,-0.046893687445064614,0.034150958699215216,-0.003581904714984478,-0.12211632280419334
1059.0,-0.0036227945675567376,0.062333109291175526,0.03025772197108231,0.11977618227451756,-0.028871481409852868,-0.018404228902747184,0.0029297689211625344,-0.007145690052998121,0.02986018268554402,-0.002008965116159875,-0.045268249281105385,-0.030312533045348027,-0.003581904714984478,-0.10594111805272918
1071.0,0.011990939156486899,0.020666187825514548,-0.010824429567319075,-0.03999957275525065,-0.024650983218670534,-0.009834158033661236,0.008198224843451146,0.04315026587450309,0.07739181274481613,0.08314432970542712,-0.04622978792501465,-0.030312533045348027,-0.003581904714984478,-0.0791083908899502
1078.0,-0.002064952366867854,-0.08348578537711449,-0.014561920984437,0.06050403196174534,-0.052308419705343175,-0.021763507868542885,-0.04220731912529686,-0.007145690052998121,0.005573344142098351,0.002042829425788777,-0.008493766733170476,-0.030312533045348027,-0.003581904714984478,0.19780559444447074
1086.0,0.00840226519421335,-0.08269008708975178,-0.012941827680023412,0.032812489489105014,0.06103330787143143,-0.03298733829764518,-0.029026213032918552,-0.007145690052998121,0.0079090331968097,-0.0021769917125628313,0.11085413894169721,0.07998341911912904,0.0003063192156081327,-0.134332825162094
1087.0,-0.004556537129130057,0.15105775694610546,-0.0102024534883225,-0.030134274735160352,-0.04156182541259581,0.1493911002132406,0.022527777897153933,-0.007145690052998121,-0.010292567502731716,-0.009759028377218423,-0.04935484365957383,-0.030312533045348027,-0.003581904714984478,-0.12607497693843672
1113.0,-0.0036044825954463676,0.07069817236504056,-0.014561920984437,-0.03491381302398822,-0.045168010702715505,-0.011370919046491103,0.04760559542783491,-0.007145690052998121,0.031828568472958826,-0.009759028377218423,-0.005905183808299595,-0.030312533045348027,-0.003581904714984478,0.016191150086092593
1120.0,-0.002241743756163953,-0.05405399986009335,-0.014561920984437,0.10681827444011058,-0.0391551320318263,-0.016092988635340727,0.003522770325131319,-0.007145690052998121,-0.019129801527999396,-0.009759028377218423,0.18757544718979624,-0.030312533045348027,-0.003581904714984478,-0.10188174896862828
1122.0,-0.00027148593010908016,-0.038323483062557284,-0.014561920984437,0.06129294928374967,-0.052308419705343175,-0.010784273935608081,0.05575622147820325,0.06234162668788259,-0.020617022903820108,-0.009759028377218423,-0.05188941778522179,-0.029856579523426238,-0.003581904714984478,0.052562739472890224
1125.0,0.012428246959088469,0.0748302458046386,0.035764938163000526,-0.04138778385303731,-0.04105389002258288,-0.01584207270412096,0.005325798540310345,-0.007145690052998121,-0.025650067910349243,0.1185001400829177,-0.04190898580239663,-0.030312533045348027,-0.003581904714984478,-0.03996644144413802
1133.0,-0.0021646744144566644,-0.09058535549879942,-0.013323896804999426,-0.04138778385303731,-0.045127879464605246,-0.005741413761982894,0.10710845629088939,-0.0026888030070228563,0.0019768009128556044,-0.009759028377218423,-0.00806336183313168,-0.017106941798013905,0.0162264821560167,0.11063739945350601
1142.0,0.003091970752192242,0.1381570441447389,0.05805400396506445,-0.024425590696894227,-0.052308419705343175,-0.04542333375679559,0.04584096126989021,-0.007145690052998121,-0.025376758703722063,-0.009759028377218423,-0.0032511603900381575,-0.030312533045348027,-0.0033601766998714966,-0.04378128870365647
1174.0,-0.002326160040313295,0.12006021724848476,0.0449073630745592,-0.019853877993025553,-0.03412175309818298,-0.0018200200937133482,0.05051435444991484,-0.007145690052998121,0.008091483112450181,-0.009759028377218423,-0.045418088563042094,-0.030312533045348027,-0.0019082850885586938,-0.07090798153300851
1179.0,-0.0003725505201190365,0.006346138688641922,-0.014561920984437,-0.04138778385303731,0.13614185229912049,-0.021566421193996252,-0.023827032356728076,-0.007145690052998121,-0.022424072542785008,-0.0020173628729639936,-0.04165647037275143,0.024785807029976285,-0.003581904714984478,0.011267411447062003
1180.0,-0.003766764162532188,-0.0639766154908144,0.023412995826143857,-0.04138778385303731,0.08438811792997128,-0.03289802020494124,-0.020558581493915984,-0.007145690052998121,-0.006028533744545209,-0.009759028377218423,0.11643028757681018,0.09967093437388452,-0.003581904714984478,-0.13479941361182235
1186.0,-0.004556537129130057,-0.09302281115616087,0.02198942765282375,-0.03544344687742743,-0.024420626021896825,-0.02536573961503747,-0.0338753734788958,-0.007145690052998121,0.008911268679102937,-0.009759028377218423,-0.0158553529400939,0.031723579434155075,-0.003581904714984478,0.19040223459776154
1189.0,-0.0036801481438789533,0.04254562667588918,0.03217882489562186,-0.02429819864064079,-0.03814013111045033,-0.017026853738770907,-0.022427098345473184,-0.007145690052998121,-0.013160929115126743,0.010982177607057695,-0.01676082595974005,-0.006503965612693046,-0.003581904714984478,0.06701911625618781
1210.0,0.00845766641202678,0.14787863674803825,-0.0131917163580781,-0.04138778385303731,-0.03833233251648239,0.013545917257994325,0.010800795820113285,-0.007145690052998121,0.00510777699220594,0.005176202050093594,-0.04908734932431784,-0.030312533045348027,0.004639323043168926,-0.016148913173379326
1214.0,-0.0032022733116017967,-0.12754039509637422,-0.014561920984437,-0.04138778385303731,0.05732246076123026,0.040554517429689144,-0.05332614864077449,-0.007145690052998121,-0.010891978369175128,-0.009759028377218423,-0.023872035085657547,0.054715075186018126,0.008773923632212133,0.1303212767621245
1217.0,0.005275752241329649,0.02301636529978207,-0.011415084892115122,-0.033835377231464805,-0.052308419705343175,-0.061506938654793855,-0.013484920016146096,-0.007145690052998121,-0.019029571473459794,-0.002599976267186151,-0.050494582687300116,-0.023153480935315756,-0.0034245629103683843,0.25010648728537976
