,Sender account,Alcohol,Bar/Pub,Books,Children,Clothing,Coffee Shop,Eating Out,Electronics,Entertainment,Exercise,High Street,Home,Pet,Supermarket,cluster_label
0,1000.0,-0.8239456888129258,1.4690598078367108,-0.659479174375334,-0.4617557935101238,-0.5991085157455087,2.363629493921003,0.3305323477610949,-0.3350333530536031,0.5470448986305174,-0.3959542497080464,-0.6554927752732465,-0.5935559971050434,5.031021530954875,-1.1634245558619816,0
1,1002.0,0.2066172861794812,2.090178061147674,-0.6959425808147361,-0.2141248675994359,-0.7089807781668053,-0.2022438503817346,0.4434023765236494,-0.3350333530536031,3.472579867261504,0.104802417447218,-0.6272631827124092,-0.8390661304134615,-0.3844902672261615,-0.7613289165102454,1
2,1006.0,-0.1412938952826018,-0.5989232078740246,0.6421224696002206,1.0459709707120155,-0.7456413199033446,1.381722953738789,-0.8177881249299248,-0.3350333530536031,0.9015198684462103,-0.3959542497080464,2.001449095855363,-0.756300141221337,-0.3844902672261615,-1.1777812187770904,2
3,1018.0,-0.435344396993899,-1.4106458940060336,-0.6113888076560381,-0.6391884834289883,2.068229080613516,-1.2092323467005683,0.391901859909264,-0.3350333530536031,-0.65294985663233,-0.3959542497080464,1.5557086062412135,2.1458073307815853,-0.0996241248324651,-0.7633510162396403,2
4,1053.0,0.7851700214459962,-0.434381457487869,-0.6959425808147361,-0.5525367106056734,2.3565397142043607,-0.1073508798228976,1.214833149559717,-0.053129263545302,1.0807355005189738,-0.3959542497080464,-0.5923842401430061,0.9453156792536028,-0.3844902672261615,-0.998671203980802,3
5,1059.0,-0.8285101950779855,0.7951828723849195,1.4460754965388865,2.116739301987173,-0.4495131064766042,-0.3482091412834729,0.0641605371895763,-0.3350333530536031,1.3106609836002896,-0.0815099869076769,-0.571850901774501,-0.8390661304134615,-0.3844902672261615,-0.8663898608086673,4
6,1071.0,2.742251914772318,0.2636383582210519,-0.5173205827018589,-0.7068906864945863,-0.3838022679551759,-0.1860628740406503,0.1795372004110268,2.0231465616149413,3.3969795323401293,3.373425039201933,-0.5839975332290567,-0.8390661304134615,-0.3844902672261615,-0.6469509575859714,5
7,1078.0,-0.4722415407214888,-1.0650273566392283,-0.6959425808147361,1.0692548380660958,-0.8144133618514816,-0.4117669056534188,-0.9243200884718142,-0.3350333530536031,0.244632284810566,0.0828839676763254,-0.107297459984898,-0.8390661304134615,-0.3844902672261615,1.617660494696901,4
8,1086.0,1.9215448862311584,-1.0548766412827846,-0.6185151647039586,0.5798772742517633,0.9502550780254518,-0.6241224667737026,-0.6356601735102573,-0.3350333530536031,0.3471533090812732,-0.0883273505158246,1.4003642801734046,2.2139811897978303,0.0328810413557272,-1.0985781520287008,2
9,1087.0,-1.0420512108368407,1.9270423444355969,-0.4875951338352894,-0.5325466420577643,-0.6470947918065082,2.8264887920884787,0.4933475541802549,-0.3350333530536031,-0.4517744177577845,-0.3959542497080464,-0.623474782035521,-0.8390661304134615,-0.3844902672261615,-1.031045204438771,0
10,1113.0,-0.8243223629217566,0.9018959011171266,-0.6959425808147361,-0.6170128218039764,-0.7032411158998308,-0.2151384867959085,1.0425397558888494,-0.3350333530536031,1.3970598673380945,-0.3959542497080464,-0.0745972008979324,-0.8390661304134615,-0.3844902672261615,0.1324117446300693,1
11,1120.0,-0.5126726128406576,-0.6895663534424092,-0.6959425808147361,1.8877412469168189,-0.6096238978621058,-0.3044803334607634,0.0771469841267337,-0.3350333530536031,-0.8396694940149934,-0.3959542497080464,2.369545770594047,-0.8390661304134615,-0.3844902672261615,-0.8331922102609857,2
12,1122.0,-0.0620871144419589,-0.4888923027908914,-0.6959425808147361,1.0831969446668697,-0.8144133618514816,-0.2040391252644817,1.221034565512088,2.9229541260740697,-0.9049484995653588,-0.3959542497080464,-0.6554927752732465,-0.8264451080556476,-0.3844902672261615,0.4298597690178562,6
13,1125.0,2.842261442247927,0.95460872202353,1.7092760903207411,-0.7314237859333796,-0.63918651679239,-0.2997329886300688,0.1166324391120184,-0.3350333530536031,-1.1258652899356858,4.807920649801788,-0.5294150249711196,-0.8390661304134615,-0.3844902672261615,-0.3268468397942537,5
